,Age,Catagory,Size,Color
7860,37,1,1,1
7861,24,3,1,0
7862,17,3,0,2
7863,18,1,0,2
7864,16,1,1,2
7865,20,2,1,2
7866,35,0,2,0
7867,21,0,1,3
7868,32,1,2,0
7869,26,3,2,0
7870,23,2,0,1
7871,28,3,0,0
7872,21,1,1,2
7873,41,2,2,2
7874,18,2,2,1
7875,34,1,2,2
7876,32,1,0,0
7877,19,1,2,3
7878,17,0,1,2
7879,33,1,0,0
7880,17,1,0,3
7881,41,1,1,2
7882,31,2,0,0
7883,31,0,2,2
7884,18,1,1,0
7885,28,0,0,3
7886,22,2,0,3
7887,27,2,0,2
7888,35,1,2,1
7889,16,2,0,3
7890,33,1,1,1
7891,26,3,0,1
7892,38,0,0,3
7893,36,1,0,0
7894,21,2,1,0
7895,21,0,0,1
7896,24,0,0,0
7897,21,3,2,0
7898,40,2,0,3
7899,17,1,0,1
7900,31,0,1,1
7901,18,3,1,3
7902,40,0,2,2
7903,29,1,2,2
7904,33,3,1,3
7905,40,3,2,2
7906,35,0,1,0
7907,40,2,0,1
7908,41,0,1,1
7909,34,0,2,3
7910,35,3,0,1
7911,32,3,0,0
7912,36,1,2,0
7913,24,0,2,3
7914,21,2,0,3
7915,39,0,1,1
7916,26,3,1,0
7917,34,1,1,3
7918,18,1,1,1
7919,31,1,1,2
7920,30,2,0,0
7921,33,1,1,1
7922,27,3,2,0
7923,24,0,0,0
7924,35,0,0,3
7925,33,1,0,3
7926,24,2,2,1
7927,31,3,1,2
7928,21,2,1,2
7929,16,2,0,0
7930,35,1,1,2
7931,36,1,2,3
7932,20,1,1,3
7933,17,2,1,1
7934,16,0,0,0
7935,18,1,0,1
7936,21,2,1,1
7937,37,0,1,3
7938,29,3,0,2
7939,29,0,2,0
7940,20,0,1,1
7941,37,1,2,0
7942,28,1,2,2
7943,34,3,0,3
7944,35,0,2,1
7945,32,2,1,0
7946,21,0,2,1
7947,41,0,0,2
7948,24,0,1,0
7949,17,0,0,2
7950,33,1,1,1
7951,37,3,1,1
7952,39,0,1,1
7953,26,2,0,1
7954,39,2,1,2
7955,21,0,2,0
7956,23,3,2,0
7957,23,2,0,3
7958,32,3,0,2
7959,23,3,1,2
7960,18,1,2,0
7961,19,2,0,0
7962,28,1,0,0
7963,16,3,1,0
7964,27,0,1,1
7965,40,3,2,0
7966,33,3,0,0
7967,18,0,1,1
7968,30,1,0,1
7969,35,2,2,0
7970,32,1,0,0
7971,23,2,0,0
7972,38,3,1,0
7973,28,0,2,0
7974,25,0,2,2
7975,22,3,1,1
7976,21,1,1,0
7977,16,1,0,2
7978,25,3,1,2
7979,23,1,0,2
7980,37,2,0,0
7981,17,0,0,3
7982,38,2,0,1
7983,23,2,1,0
7984,40,2,0,0
7985,21,0,1,1
7986,41,1,2,1
7987,26,2,0,0
7988,38,1,2,2
7989,17,3,2,0
7990,24,2,2,2
7991,25,3,2,2
7992,40,2,2,3
7993,28,0,0,0
7994,39,2,2,0
7995,30,3,0,2
7996,29,3,1,1
7997,27,1,1,0
7998,28,2,1,0
7999,27,3,1,2
8000,31,0,1,3
8001,35,2,1,1
8002,33,0,1,2
8003,24,1,1,2
8004,17,0,1,0
8005,23,1,1,0
8006,28,2,1,3
8007,31,0,1,0
8008,24,1,1,0
8009,39,2,1,0
8010,25,1,1,1
8011,24,2,1,1
8012,38,3,1,2
8013,17,3,1,2
8014,32,1,1,0
8015,24,2,1,1
8016,31,0,1,3
8017,28,2,1,3
8018,39,3,1,0
8019,28,3,1,0
8020,19,0,1,3
8021,26,1,1,2
8022,19,0,1,0
8023,41,1,1,3
8024,21,1,1,0
8025,27,1,1,3
8026,30,2,1,0
8027,23,2,1,3
8028,35,3,1,0
8029,20,0,1,3
8030,38,0,1,0
8031,37,1,1,1
8032,31,3,1,2
8033,20,1,1,0
8034,26,0,1,1
8035,41,2,1,3
8036,22,3,1,2
8037,39,1,1,3
8038,19,2,1,0
8039,33,3,1,3
8040,35,2,1,2
8041,38,0,1,0
8042,18,1,1,0
8043,31,3,1,0
8044,31,3,1,1
8045,31,3,1,3
8046,28,1,1,0
8047,18,1,1,0
8048,22,2,1,1
8049,17,2,1,1
8050,30,0,1,0
8051,39,0,1,1
8052,26,2,1,0
8053,26,3,1,1
8054,19,2,1,3
8055,16,3,1,0
8056,37,1,1,2
8057,40,1,1,1
8058,32,2,1,2
8059,17,1,1,2
8060,20,2,1,1
8061,41,2,1,1
8062,20,0,1,3
8063,40,3,1,3
8064,37,0,1,1
8065,26,2,1,0
8066,33,2,1,0
8067,19,1,1,0
8068,34,1,1,1
8069,40,0,1,0
8070,18,3,1,0
8071,32,3,1,0
8072,31,3,1,2
8073,23,1,1,3
8074,32,2,1,3
8075,25,0,1,0
8076,19,0,1,3
8077,17,0,1,2
8078,40,2,1,1
8079,17,0,1,1
8080,30,1,1,1
8081,32,1,1,1
8082,36,0,1,2
8083,31,0,1,2
8084,32,2,1,0
8085,38,2,1,1
8086,18,3,1,1
8087,39,3,1,0
8088,24,1,1,1
8089,29,0,1,1
8090,27,1,1,3
8091,25,3,1,0
8092,21,3,1,0
8093,37,2,1,0
8094,23,2,1,0
8095,19,3,1,3
8096,32,1,1,1
8097,17,0,1,1
8098,18,2,1,2
8099,34,1,1,2
8100,33,2,1,1
8101,37,2,1,2
8102,20,2,1,0
8103,23,1,1,0
8104,19,1,1,0
8105,29,0,1,1
8106,17,0,1,3
8107,38,0,1,1
8108,41,2,1,3
8109,29,1,1,3
8110,30,3,1,1
8111,39,3,1,3
8112,18,2,1,1
8113,19,0,1,2
8114,34,3,1,2
8115,32,1,1,0
8116,37,0,1,1
8117,33,3,1,2
8118,29,1,1,0
8119,34,1,1,1
8120,36,1,1,0
8121,38,0,1,0
8122,30,1,1,2
8123,28,0,1,0
8124,18,0,1,2
8125,19,0,1,0
8126,31,1,1,0
8127,29,0,1,3
8128,41,1,1,2
8129,28,2,1,2
8130,30,2,1,1
8131,18,0,1,0
8132,30,0,1,2
8133,36,0,1,0
8134,23,1,1,0
8135,28,1,1,1
8136,19,3,1,0
8137,31,1,1,0
8138,32,0,1,1
8139,23,1,1,2
8140,31,2,1,0
8141,40,3,1,0
8142,22,0,1,0
8143,23,0,1,0
8144,34,0,1,0
8145,25,0,1,0
8146,33,1,1,0
8147,25,1,1,3
8148,27,3,1,0
8149,30,1,1,1
8150,38,2,1,2
8151,32,2,1,2
8152,32,3,1,1
8153,29,1,1,0
8154,29,2,1,1
8155,32,0,1,1
8156,22,2,1,0
8157,29,1,1,3
8158,27,1,1,0
8159,35,3,1,2
8160,29,1,1,3
8161,23,3,1,2
8162,35,3,1,2
8163,18,1,1,2
8164,16,0,1,3
8165,34,2,1,3
8166,18,3,1,0
8167,25,2,1,2
8168,20,1,1,0
8169,32,0,1,3
8170,35,1,1,3
8171,29,0,1,0
8172,39,2,1,2
8173,24,2,1,0
8174,41,2,1,1
8175,20,0,1,0
8176,35,2,1,2
8177,40,3,1,1
8178,39,3,1,1
8179,40,2,1,0
8180,38,3,1,0
8181,29,1,1,2
8182,16,2,1,3
8183,37,0,1,3
8184,39,1,1,0
8185,31,2,1,0
8186,25,1,1,1
8187,26,3,1,0
8188,28,1,1,3
8189,33,2,1,0
8190,26,1,1,1
8191,41,2,1,0
8192,32,0,1,1
8193,41,0,1,1
8194,19,2,1,1
8195,40,2,1,2
8196,23,3,1,3
8197,26,2,1,1
8198,31,1,1,3
8199,16,0,1,0
8200,35,1,1,3
8201,25,2,1,1
8202,36,0,1,0
8203,18,2,1,3
8204,29,2,1,0
8205,36,3,1,2
8206,38,2,1,1
8207,34,0,1,2
8208,41,2,1,1
8209,21,1,1,0
8210,33,1,1,0
8211,28,2,1,3
8212,18,1,1,1
8213,37,2,1,0
8214,22,3,1,0
8215,23,1,1,3
8216,41,0,1,0
8217,32,0,1,2
8218,16,3,1,3
8219,33,1,1,1
8220,37,0,1,1
8221,35,0,1,3
8222,23,1,1,0
8223,38,0,1,3
8224,33,3,1,0
8225,34,3,1,2
8226,27,0,1,2
8227,28,1,1,3
8228,40,1,1,0
8229,30,3,1,3
8230,38,2,1,1
8231,27,0,1,3
8232,17,3,1,0
8233,18,3,1,3
8234,16,0,1,1
8235,40,3,1,3
8236,30,0,1,3
8237,32,1,1,0
8238,21,3,1,2
8239,26,0,1,2
8240,23,3,1,3
8241,27,3,1,2
8242,24,1,1,2
8243,40,2,1,0
8244,23,3,1,3
8245,26,3,1,3
8246,38,2,1,0
8247,16,3,1,1
8248,19,3,1,0
8249,41,0,1,0
8250,33,3,1,0
8251,20,3,1,1
8252,23,3,1,1
8253,26,2,1,0
8254,28,0,1,0
8255,16,0,1,0
8256,22,3,1,2
8257,36,1,1,2
8258,27,3,1,0
8259,18,3,1,0
8260,28,2,1,2
8261,28,2,1,3
8262,19,2,1,0
8263,26,2,1,0
8264,38,1,1,1
8265,35,0,1,3
8266,18,1,1,0
8267,27,3,1,0
8268,16,1,1,0
8269,23,2,1,1
8270,29,1,1,0
8271,39,2,1,1
8272,33,0,1,3
8273,25,1,1,3
8274,29,3,1,1
8275,23,1,1,2
8276,23,3,1,0
8277,41,1,1,0
8278,17,1,1,3
8279,18,2,1,0
8280,35,3,1,0
8281,41,0,1,0
8282,30,1,1,3
8283,19,1,1,2
8284,38,0,1,1
8285,28,2,1,1
8286,39,2,1,1
8287,40,2,1,3
8288,22,1,1,1
8289,27,0,1,1
8290,35,1,1,0
8291,33,1,1,3
8292,19,3,1,0
8293,41,1,1,3
8294,33,3,1,2
8295,24,3,1,2
8296,41,3,1,1
8297,40,0,1,0
8298,25,1,1,0
8299,39,1,1,0
8300,18,1,1,0
8301,33,3,1,0
8302,25,2,1,3
8303,19,2,1,0
8304,24,0,1,0
8305,41,1,1,0
8306,24,2,1,3
8307,16,0,1,3
8308,35,2,1,1
8309,41,0,1,0
8310,32,3,1,0
8311,41,3,1,3
8312,28,1,1,0
8313,21,1,1,0
8314,29,2,1,0
8315,17,0,1,2
8316,23,0,1,0
8317,33,3,1,0
8318,33,3,1,0
8319,20,3,1,1
8320,22,2,1,2
8321,37,2,1,3
8322,22,1,1,2
8323,34,1,1,3
8324,19,1,1,1
8325,39,2,1,0
8326,21,3,1,1
8327,31,3,1,2
8328,29,3,1,3
8329,33,3,1,0
8330,18,1,1,0
8331,21,2,1,0
8332,21,1,1,0
8333,28,1,1,2
8334,22,2,1,2
8335,23,2,1,0
8336,40,2,1,3
8337,35,0,1,2
8338,33,3,1,1
8339,38,3,1,1
8340,38,3,1,0
8341,38,1,1,0
8342,39,0,1,3
8343,16,3,1,3
8344,41,0,1,0
8345,34,0,1,2
8346,32,0,1,2
8347,25,0,1,2
8348,37,3,1,1
8349,20,2,1,0
8350,26,0,1,1
8351,23,2,1,0
8352,27,0,1,2
8353,20,1,1,0
8354,18,0,1,0
8355,18,1,1,1
8356,41,1,1,3
8357,17,0,1,0
8358,23,1,1,1
8359,39,2,1,2
8360,31,0,1,3
8361,31,3,1,3
8362,22,2,1,1
8363,22,1,1,2
8364,33,0,1,0
8365,30,0,1,2
8366,28,2,1,0
8367,40,3,1,0
8368,33,3,1,0
8369,38,1,1,2
8370,35,1,1,0
8371,16,1,1,0
8372,26,2,1,0
8373,32,3,1,1
8374,27,3,1,3
8375,31,3,1,3
8376,40,0,1,3
8377,37,1,1,0
8378,29,2,1,3
8379,39,0,1,0
8380,23,0,1,1
8381,34,2,1,3
8382,36,1,1,3
8383,18,0,1,3
8384,24,3,1,2
8385,40,3,1,0
8386,34,2,1,2
8387,33,0,1,0
8388,26,3,1,0
8389,29,2,1,2
8390,34,3,1,1
8391,28,3,1,3
8392,40,0,1,0
8393,32,0,1,2
8394,35,1,1,0
8395,38,0,1,0
8396,23,2,1,2
8397,34,2,1,2
8398,28,1,1,1
8399,31,1,1,0
8400,39,0,1,1
8401,27,2,1,0
8402,37,2,1,0
8403,24,0,1,0
8404,22,3,1,0
8405,26,1,1,2
8406,31,1,1,0
8407,21,1,1,1
8408,26,1,1,1
8409,40,0,1,1
8410,18,1,1,2
8411,18,3,1,2
8412,35,0,1,0
8413,27,0,1,2
8414,30,3,1,1
8415,17,2,1,0
8416,24,2,1,0
8417,19,0,1,0
8418,29,0,1,1
8419,24,0,1,3
8420,19,0,1,0
8421,37,1,1,0
8422,29,3,1,0
8423,38,0,1,0
8424,35,3,1,0
8425,40,1,1,0
8426,41,1,1,1
8427,29,1,1,3
8428,33,3,1,3
8429,17,1,1,2
8430,18,1,1,0
8431,31,1,1,3
8432,22,3,1,2
8433,35,1,1,2
8434,27,2,1,0
8435,26,2,1,2
8436,38,3,1,3
8437,27,2,1,2
8438,37,3,1,1
8439,21,3,1,2
8440,17,3,1,0
8441,33,3,1,1
8442,32,1,1,3
8443,19,1,1,0
8444,18,1,1,2
8445,27,0,1,0
8446,32,2,1,1
8447,19,3,1,0
8448,24,0,1,3
8449,26,2,1,3
8450,25,3,1,0
8451,31,1,1,3
8452,23,3,1,3
8453,26,3,1,2
8454,17,1,1,1
8455,18,1,1,1
8456,21,2,1,3
8457,27,2,1,0
8458,26,2,1,1
8459,21,3,1,1
8460,25,0,1,1
8461,33,2,1,2
8462,17,1,1,2
8463,19,1,1,3
8464,41,2,1,0
8465,29,2,1,3
8466,18,3,1,1
8467,40,1,1,3
8468,16,0,1,1
8469,28,3,1,1
8470,27,0,1,3
8471,23,2,1,1
8472,29,0,1,2
8473,18,3,1,1
8474,25,1,1,0
8475,19,0,1,3
8476,23,3,1,1
8477,34,1,1,1
8478,41,1,1,3
8479,32,0,1,0
8480,19,3,1,2
8481,16,0,1,0
8482,19,1,1,3
8483,36,1,1,3
8484,36,2,1,2
8485,32,0,1,1
8486,28,1,1,0
8487,26,3,1,1
8488,30,3,1,2
8489,38,2,1,0
8490,24,3,1,0
8491,27,0,1,3
8492,37,0,1,0
8493,24,3,1,2
8494,17,1,1,1
8495,20,3,1,1
8496,36,2,1,0
8497,18,0,1,0
8498,26,0,1,1
8499,31,2,1,2
8500,28,1,1,0
8501,33,1,1,0
8502,30,1,1,0
8503,33,0,1,2
8504,33,2,1,2
8505,20,3,1,0
8506,37,3,1,0
8507,17,3,1,0
8508,18,0,1,1
8509,27,0,1,0
8510,23,3,1,3
8511,35,1,1,3
8512,21,0,1,1
8513,37,2,1,1
8514,39,2,1,3
8515,16,2,1,1
8516,22,2,1,1
8517,32,1,1,0
8518,39,0,1,0
8519,28,3,1,0
8520,30,3,1,2
8521,35,1,1,1
8522,17,1,1,3
8523,41,0,1,1
8524,31,2,1,1
8525,29,3,1,0
8526,31,3,1,1
8527,34,2,1,1
8528,19,1,1,0
8529,24,2,1,0
8530,37,1,1,3
8531,16,0,1,0
8532,38,3,1,0
8533,38,1,1,1
8534,26,0,1,2
8535,27,0,1,0
8536,30,1,1,2
8537,19,2,1,3
8538,31,3,1,0
8539,30,0,1,0
8540,28,1,1,0
8541,17,3,1,0
8542,29,0,1,2
8543,24,0,1,0
8544,31,1,1,1
8545,39,1,1,0
8546,27,3,1,2
8547,31,1,1,0
8548,23,0,1,3
8549,24,1,1,1
8550,40,3,1,0
8551,40,2,1,1
8552,38,0,1,0
8553,16,1,1,2
8554,35,0,1,2
8555,31,3,1,0
8556,29,3,1,3
8557,29,2,1,0
8558,33,1,1,0
8559,38,0,1,1
8560,19,1,1,1
8561,32,2,1,1
8562,16,1,1,1
8563,39,0,1,0
8564,35,1,1,0
8565,27,2,1,3
8566,28,0,1,0
8567,34,2,1,0
8568,25,0,1,0
8569,38,2,1,0
8570,40,3,1,0
8571,41,2,1,3
8572,37,3,1,3
8573,34,3,1,2
8574,34,0,1,3
8575,19,3,1,2
8576,37,3,1,1
8577,16,3,1,0
8578,32,2,1,3
8579,29,1,1,3
8580,17,0,1,0
8581,38,3,1,0
8582,30,2,1,1
8583,26,2,1,1
8584,41,3,1,0
8585,28,2,1,1
8586,36,1,1,2
8587,21,2,1,2
8588,32,2,1,3
8589,20,1,1,3
8590,19,2,1,1
8591,37,3,1,1
8592,28,3,1,3
8593,29,1,1,1
8594,17,2,1,1
8595,30,3,1,0
8596,27,3,1,0
8597,21,1,1,1
8598,41,3,1,1
8599,26,1,1,3
8600,26,3,1,0
8601,20,0,1,3
8602,41,1,1,2
8603,39,0,1,1
8604,26,3,1,1
8605,38,1,1,1
8606,40,0,1,0
8607,41,0,1,0
8608,19,0,1,2
8609,23,0,1,3
8610,27,2,1,0
8611,29,2,1,0
8612,25,2,1,0
8613,38,0,1,0
8614,29,1,1,0
8615,27,2,1,2
8616,30,0,1,3
8617,21,0,1,0
8618,39,0,1,0
8619,35,2,1,1
8620,28,1,1,2
8621,21,3,1,0
8622,28,0,1,3
8623,40,1,1,1
8624,34,0,1,0
8625,30,3,1,0
8626,36,1,1,2
8627,25,1,1,1
8628,24,3,1,0
8629,40,2,1,2
8630,25,2,1,0
8631,25,1,1,2
8632,40,3,1,1
8633,40,2,1,0
8634,19,2,1,3
8635,35,3,1,2
8636,22,0,1,1
8637,18,2,1,1
8638,27,3,1,0
8639,35,2,1,3
8640,34,0,1,0
8641,27,3,1,2
8642,23,2,1,0
8643,28,2,1,2
8644,33,3,1,2
8645,27,2,1,2
8646,16,2,1,1
8647,27,2,1,0
8648,38,3,1,0
8649,34,1,1,1
8650,22,0,1,1
8651,27,1,1,0
8652,40,1,1,1
8653,35,2,1,2
8654,40,0,1,2
8655,27,0,1,0
8656,31,3,1,0
8657,41,0,1,1
8658,26,0,1,0
8659,24,0,1,0
8660,36,2,1,1
8661,23,3,1,2
8662,17,0,1,3
8663,41,0,1,0
8664,32,2,1,3
8665,18,2,1,2
8666,23,2,1,0
8667,27,3,1,2
8668,32,0,1,3
8669,30,2,1,0
8670,38,0,1,2
8671,23,2,1,2
8672,38,1,1,2
8673,18,2,1,2
8674,38,3,1,0
8675,19,0,1,1
8676,20,1,1,0
8677,29,2,1,2
8678,38,3,1,2
8679,40,2,1,0
8680,36,0,1,3
8681,27,0,1,1
8682,26,1,1,0
8683,22,0,1,3
8684,40,0,1,2
8685,26,2,1,0
8686,38,1,1,1
8687,29,1,1,0
8688,23,2,1,0
8689,35,0,1,1
8690,37,3,1,2
8691,38,0,1,0
8692,22,2,1,2
8693,41,0,1,2
8694,18,1,1,2
8695,20,3,1,0
8696,38,1,1,1
8697,26,3,1,2
8698,31,0,1,1
8699,17,1,1,1
8700,26,2,1,0
8701,31,1,1,1
8702,41,3,1,3
8703,21,1,1,0
8704,24,1,1,3
8705,38,2,1,1
8706,31,3,1,0
8707,41,3,1,2
8708,31,0,1,3
8709,21,2,1,0
8710,21,2,1,0
8711,21,3,1,1
8712,23,3,1,0
8713,19,3,1,2
8714,39,1,1,2
8715,29,2,1,0
8716,27,2,1,2
8717,18,0,1,3
8718,27,1,1,0
8719,20,2,1,0
8720,31,0,1,3
8721,21,1,1,2
8722,17,3,1,2
8723,23,1,1,2
8724,23,3,1,0
8725,20,1,1,3
8726,32,2,1,1
8727,30,0,1,3
8728,25,3,1,1
8729,18,1,1,1
8730,22,3,1,0
8731,21,0,1,1
8732,18,2,1,2
8733,22,3,1,2
8734,37,1,1,3
8735,37,1,1,2
8736,31,0,1,2
8737,23,2,1,3
8738,18,3,1,0
8739,30,2,1,3
8740,29,2,1,0
8741,17,3,1,0
8742,30,3,1,3
8743,33,1,1,0
8744,35,2,1,0
8745,20,2,1,1
8746,27,3,1,2
8747,22,2,1,2
8748,41,2,1,3
8749,28,3,1,2
8750,33,0,1,0
8751,39,2,1,1
8752,27,0,1,3
8753,31,3,1,0
8754,16,3,1,0
8755,28,3,1,3
8756,32,2,1,0
8757,39,2,1,3
8758,40,0,1,0
8759,37,0,1,0
8760,22,2,1,2
8761,24,3,1,0
8762,20,1,1,2
8763,40,2,1,1
8764,31,1,1,0
8765,23,0,1,3
8766,28,1,1,1
8767,22,2,1,0
8768,38,1,1,2
8769,21,0,1,1
8770,23,1,1,0
8771,38,3,1,3
8772,32,2,1,0
8773,23,1,1,0
8774,34,2,1,1
8775,36,2,1,2
8776,35,0,1,1
8777,18,1,1,3
8778,31,3,1,1
8779,26,1,1,2
8780,25,2,1,3
8781,18,1,1,0
8782,30,2,1,2
8783,32,0,1,0
8784,31,1,1,0
8785,32,0,1,0
8786,25,3,1,2
8787,29,3,1,0
8788,36,0,1,0
8789,31,3,1,1
8790,26,2,1,1
8791,23,1,1,2
8792,18,2,1,0
8793,25,0,1,1
8794,37,1,1,1
8795,18,3,1,2
8796,26,3,1,3
8797,39,2,1,2
8798,26,3,1,2
8799,30,3,1,1
8800,18,0,1,0
8801,20,3,1,2
8802,38,2,1,0
8803,27,1,1,0
8804,31,0,1,3
8805,16,1,1,3
8806,28,2,1,1
8807,22,3,1,0
8808,22,3,1,0
8809,26,0,1,3
8810,29,1,1,0
8811,37,3,1,2
8812,35,0,1,1
8813,24,1,1,1
8814,20,3,1,2
8815,19,3,1,0
8816,23,1,1,1
8817,30,3,1,1
8818,18,2,1,1
8819,19,3,1,0
8820,16,1,1,2
8821,35,2,1,1
8822,40,3,1,0
8823,37,0,1,2
8824,39,0,1,0
8825,29,1,1,2
8826,37,0,1,3
8827,35,3,1,0
8828,38,1,1,3
8829,37,0,1,2
8830,17,2,1,1
8831,27,3,1,1
8832,16,1,1,2
8833,30,1,1,0
8834,17,1,1,3
8835,35,3,1,2
8836,22,2,1,0
8837,17,0,1,0
8838,17,1,1,2
8839,36,3,1,3
8840,33,3,1,2
8841,28,2,1,1
8842,24,3,1,0
8843,38,3,1,1
8844,37,2,1,0
8845,20,1,1,0
8846,33,1,1,2
8847,16,2,1,3
8848,18,1,1,3
8849,20,0,1,0
8850,16,0,1,0
8851,28,0,1,3
8852,29,2,1,2
8853,23,0,1,1
8854,37,0,1,2
8855,23,1,1,3
8856,34,0,1,0
8857,20,1,1,0
8858,26,0,1,0
8859,37,2,1,2
8860,16,0,1,0
8861,22,3,1,1
8862,34,2,1,0
8863,17,2,1,0
8864,37,3,1,0
8865,41,2,1,0
8866,25,1,1,0
8867,34,2,1,1
8868,25,3,1,2
8869,17,3,1,3
8870,20,1,1,2
8871,36,0,1,3
8872,16,3,1,1
8873,16,0,1,0
8874,38,2,1,1
8875,25,2,1,3
8876,41,3,1,1
8877,40,2,1,2
8878,32,3,1,1
8879,22,3,1,3
8880,19,2,1,0
8881,38,2,1,0
8882,19,3,1,1
8883,38,1,1,2
8884,27,0,1,3
8885,18,2,1,0
8886,40,3,1,0
8887,24,3,1,3
8888,34,0,1,1
8889,34,3,1,2
8890,21,3,1,1
8891,20,3,1,2
8892,40,2,1,3
8893,17,3,1,3
8894,33,3,1,2
8895,33,1,1,1
8896,28,2,1,3
8897,17,0,1,1
8898,27,0,1,1
8899,39,1,1,0
8900,37,2,1,2
8901,40,2,1,3
8902,37,1,1,1
8903,18,0,1,2
8904,39,3,1,2
8905,16,3,1,2
8906,41,2,1,0
8907,21,3,1,1
8908,16,1,1,1
8909,33,3,1,2
8910,35,0,1,0
8911,38,0,1,0
8912,31,0,1,0
8913,41,0,1,0
8914,40,1,1,1
8915,19,3,1,2
8916,23,3,1,0
8917,19,2,1,3
8918,28,1,1,1
8919,17,1,1,2
8920,29,0,1,3
8921,27,1,1,3
8922,23,2,1,2
8923,36,3,1,1
8924,27,2,1,1
8925,24,0,1,0
8926,35,1,1,0
8927,30,1,1,0
8928,37,3,1,1
8929,32,1,1,0
8930,24,2,1,3
8931,24,0,1,0
8932,36,1,1,0
8933,19,0,1,1
8934,20,1,1,0
8935,22,1,1,1
8936,21,1,1,2
8937,28,0,1,3
8938,19,2,1,2
8939,22,2,1,0
8940,20,1,1,2
8941,33,3,1,3
8942,21,2,1,3
8943,33,2,1,3
8944,27,1,1,2
8945,30,0,1,1
8946,35,2,1,0
8947,22,1,1,2
8948,37,1,1,3
8949,30,3,1,2
8950,34,0,1,3
8951,41,2,1,3
8952,29,0,1,1
8953,21,1,1,0
8954,30,2,1,0
8955,18,0,1,2
8956,41,0,1,0
8957,29,3,1,1
8958,27,1,1,0
8959,22,3,1,2
8960,38,3,1,2
8961,32,3,1,2
8962,36,0,1,0
8963,21,0,1,2
8964,37,0,1,1
8965,19,3,1,2
8966,35,0,1,2
8967,32,3,1,0
8968,28,1,1,0
8969,31,3,1,0
8970,38,1,1,3
8971,28,3,1,0
8972,23,1,1,2
8973,22,0,1,0
8974,33,2,1,0
8975,16,3,1,0
8976,40,0,1,3
8977,39,2,1,2
8978,29,0,1,1
8979,36,3,1,2
8980,17,3,1,1
8981,29,3,1,0
8982,26,3,1,0
8983,39,3,1,2
8984,38,3,1,2
8985,25,1,1,2
8986,16,3,1,0
8987,36,1,1,1
8988,38,1,1,1
8989,17,3,1,2
8990,28,2,1,1
8991,36,3,1,1
8992,27,0,1,0
8993,21,1,1,2
8994,20,3,1,3
8995,22,2,1,3
8996,24,2,1,0
8997,16,0,1,3
8998,24,2,1,3
8999,25,0,1,1
9000,31,0,1,1
9001,24,2,1,3
9002,28,0,1,2
9003,29,3,1,1
9004,22,1,1,2
9005,25,3,1,3
9006,32,2,1,2
9007,16,2,1,0
9008,17,3,1,0
9009,24,1,1,0
9010,16,3,1,1
9011,28,3,1,3
9012,41,1,1,0
9013,39,0,1,0
9014,16,2,1,2
9015,36,1,1,2
9016,18,3,1,0
9017,40,2,1,2
9018,22,2,1,2
9019,32,2,1,0
9020,32,0,1,0
9021,20,3,1,0
9022,36,2,1,0
9023,41,2,1,3
9024,24,2,1,1
9025,28,2,1,1
9026,26,0,1,0
9027,29,3,1,0
9028,26,0,1,2
9029,32,2,1,3
9030,16,2,1,0
9031,23,2,1,0
9032,26,0,1,0
9033,19,1,1,1
9034,23,1,1,1
9035,29,1,1,3
9036,24,1,1,2
9037,30,1,1,0
9038,19,3,1,2
9039,36,2,1,0
9040,36,3,1,0
9041,30,2,1,3
9042,30,0,1,1
9043,22,1,1,1
9044,24,1,1,3
9045,33,0,1,2
9046,18,3,1,1
9047,31,0,1,1
9048,30,3,1,0
9049,24,1,1,0
9050,16,2,1,0
9051,24,1,1,2
9052,19,3,1,0
9053,36,1,1,2
9054,32,1,1,3
9055,23,2,1,1
9056,34,0,1,1
9057,17,2,1,1
9058,23,1,1,0
9059,23,0,1,0
9060,32,2,1,3
9061,28,2,1,2
9062,22,2,1,0
9063,40,3,1,1
9064,18,1,1,0
9065,21,0,1,0
9066,38,3,1,1
9067,40,0,1,1
9068,26,2,1,2
9069,27,0,1,1
9070,23,0,1,0
9071,33,3,1,3
9072,26,2,1,1
9073,31,2,1,0
9074,28,2,1,2
9075,38,3,1,3
9076,36,3,1,2
9077,18,0,1,1
9078,33,1,1,1
9079,28,3,1,0
9080,26,2,1,0
9081,17,2,1,2
9082,34,0,1,0
9083,19,0,1,1
9084,32,2,1,2
9085,19,3,1,2
9086,33,1,1,0
9087,27,3,1,0
9088,23,0,1,0
9089,21,2,1,1
9090,41,0,1,1
9091,30,3,1,0
9092,38,1,1,0
9093,30,1,1,3
9094,32,2,1,0
9095,41,3,1,2
9096,33,0,1,2
9097,22,0,1,1
9098,19,1,1,1
9099,36,3,1,0
9100,23,2,1,3
9101,40,0,1,2
9102,38,1,1,3
9103,38,3,1,2
9104,29,1,1,0
9105,25,3,1,2
9106,37,1,1,3
9107,21,2,1,1
9108,29,1,1,3
9109,41,3,1,0
9110,17,2,1,0
9111,30,1,1,2
9112,22,3,1,1
9113,37,2,1,0
9114,34,3,1,2
9115,21,0,1,0
9116,24,2,1,2
9117,17,1,1,0
9118,37,3,1,1
9119,37,2,1,1
9120,23,3,1,3
9121,39,3,1,0
9122,25,1,1,3
9123,21,2,1,2
9124,34,2,1,2
9125,37,3,1,1
9126,16,2,1,0
9127,22,1,1,0
9128,30,2,1,1
9129,39,2,1,1
9130,23,2,1,1
