,Age,Catagory,Size,Color,year,month,day
6181,25.0,0.0,1.0,2.0,2021.0,8.0,26.0
6182,41.0,0.0,1.0,1.0,2021.0,1.0,14.0
6183,24.0,3.0,2.0,0.0,2022.0,12.0,5.0
6184,41.0,3.0,2.0,2.0,2020.0,4.0,20.0
6185,28.0,2.0,1.0,0.0,2019.0,12.0,18.0
6186,28.0,0.0,2.0,3.0,2019.0,6.0,12.0
6187,27.0,1.0,1.0,2.0,2022.0,7.0,27.0
6188,40.0,1.0,0.0,1.0,2022.0,7.0,8.0
6189,21.0,3.0,0.0,2.0,2020.0,4.0,12.0
6190,19.0,2.0,0.0,0.0,2020.0,6.0,9.0
6191,18.0,1.0,0.0,2.0,2018.0,8.0,17.0
6192,24.0,0.0,0.0,1.0,2022.0,7.0,12.0
6193,33.0,0.0,1.0,1.0,2019.0,1.0,29.0
6194,37.0,0.0,2.0,0.0,2022.0,1.0,28.0
6195,34.0,3.0,1.0,1.0,2018.0,2.0,16.0
6196,25.0,3.0,0.0,3.0,2020.0,8.0,25.0
6197,28.0,2.0,1.0,2.0,2021.0,3.0,9.0
6198,28.0,1.0,1.0,1.0,2018.0,11.0,27.0
6199,21.0,3.0,2.0,2.0,2018.0,8.0,3.0
6200,20.0,3.0,0.0,1.0,2018.0,10.0,1.0
6201,34.0,1.0,1.0,2.0,2022.0,9.0,16.0
6202,32.0,3.0,2.0,1.0,2022.0,7.0,16.0
6203,38.0,2.0,0.0,1.0,2019.0,7.0,11.0
6204,38.0,0.0,1.0,2.0,2022.0,11.0,7.0
6205,35.0,3.0,1.0,2.0,2020.0,10.0,3.0
6206,20.0,2.0,2.0,0.0,2018.0,6.0,27.0
6207,34.0,3.0,2.0,0.0,2020.0,6.0,25.0
6208,28.0,1.0,1.0,2.0,2022.0,6.0,11.0
6209,28.0,0.0,2.0,3.0,2021.0,4.0,13.0
6210,19.0,1.0,1.0,1.0,2020.0,9.0,27.0
6211,39.0,2.0,0.0,0.0,2018.0,6.0,22.0
6212,34.0,3.0,1.0,2.0,2020.0,10.0,7.0
6213,22.0,1.0,2.0,2.0,2020.0,11.0,8.0
6214,20.0,2.0,2.0,1.0,2019.0,7.0,8.0
6215,25.0,3.0,2.0,3.0,2022.0,9.0,5.0
6216,26.0,0.0,2.0,3.0,2021.0,8.0,28.0
6217,39.0,0.0,1.0,1.0,2020.0,8.0,17.0
6218,24.0,2.0,0.0,2.0,2022.0,10.0,22.0
6219,33.0,1.0,1.0,1.0,2020.0,8.0,7.0
6220,30.0,2.0,1.0,1.0,2021.0,7.0,29.0
6221,21.0,1.0,1.0,1.0,2019.0,3.0,2.0
6222,40.0,2.0,1.0,0.0,2021.0,11.0,2.0
6223,26.0,3.0,1.0,2.0,2019.0,8.0,20.0
6224,35.0,3.0,0.0,0.0,2021.0,10.0,7.0
6225,39.0,1.0,0.0,0.0,2018.0,7.0,21.0
6226,41.0,1.0,0.0,3.0,2022.0,4.0,25.0
6227,22.0,2.0,1.0,1.0,2021.0,6.0,10.0
6228,20.0,0.0,2.0,2.0,2020.0,4.0,18.0
6229,16.0,2.0,1.0,3.0,2022.0,2.0,22.0
6230,21.0,1.0,0.0,0.0,2019.0,8.0,1.0
6231,40.0,3.0,1.0,1.0,2022.0,11.0,5.0
6232,23.0,3.0,1.0,3.0,2022.0,12.0,23.0
6233,31.0,1.0,0.0,3.0,2018.0,11.0,28.0
6234,27.0,1.0,0.0,1.0,2021.0,5.0,24.0
6235,23.0,1.0,0.0,3.0,2020.0,12.0,17.0
6236,32.0,0.0,2.0,1.0,2019.0,7.0,23.0
6237,31.0,0.0,1.0,2.0,2018.0,4.0,2.0
6238,23.0,2.0,2.0,2.0,2022.0,1.0,26.0
6239,24.0,3.0,0.0,0.0,2020.0,2.0,12.0
6240,16.0,2.0,0.0,1.0,2022.0,7.0,28.0
6241,27.0,2.0,0.0,0.0,2021.0,7.0,18.0
6242,27.0,3.0,0.0,1.0,2022.0,5.0,18.0
6243,21.0,3.0,0.0,1.0,2020.0,12.0,16.0
6244,40.0,0.0,1.0,1.0,2019.0,12.0,29.0
6245,20.0,1.0,2.0,3.0,2019.0,5.0,2.0
6246,41.0,1.0,1.0,0.0,2022.0,10.0,19.0
6247,20.0,3.0,1.0,2.0,2021.0,4.0,18.0
6248,30.0,1.0,2.0,3.0,2020.0,9.0,2.0
6249,34.0,2.0,2.0,2.0,2019.0,12.0,2.0
6250,24.0,0.0,0.0,0.0,2022.0,12.0,27.0
6251,21.0,0.0,1.0,2.0,2019.0,9.0,15.0
6252,30.0,3.0,1.0,1.0,2022.0,10.0,18.0
6253,30.0,1.0,0.0,0.0,2021.0,3.0,2.0
6254,17.0,2.0,0.0,3.0,2018.0,6.0,13.0
6255,23.0,2.0,2.0,3.0,2020.0,7.0,19.0
6256,20.0,2.0,1.0,3.0,2020.0,3.0,6.0
6257,29.0,0.0,0.0,0.0,2018.0,10.0,28.0
6258,34.0,2.0,2.0,0.0,2022.0,6.0,8.0
6259,19.0,0.0,0.0,1.0,2021.0,3.0,22.0
6260,37.0,2.0,1.0,0.0,2020.0,2.0,19.0
6261,29.0,2.0,0.0,0.0,2022.0,5.0,9.0
6262,33.0,1.0,1.0,2.0,2019.0,1.0,29.0
6263,37.0,3.0,1.0,2.0,2020.0,8.0,29.0
6264,22.0,2.0,2.0,0.0,2022.0,9.0,12.0
6265,24.0,3.0,2.0,2.0,2019.0,9.0,16.0
6266,30.0,3.0,2.0,0.0,2019.0,7.0,2.0
6267,28.0,2.0,0.0,1.0,2019.0,7.0,7.0
6268,34.0,2.0,2.0,2.0,2021.0,3.0,20.0
6269,31.0,2.0,0.0,0.0,2020.0,1.0,3.0
6270,19.0,0.0,2.0,2.0,2018.0,3.0,30.0
6271,17.0,0.0,1.0,3.0,2021.0,6.0,6.0
6272,22.0,1.0,0.0,2.0,2020.0,9.0,11.0
6273,34.0,1.0,2.0,2.0,2020.0,10.0,16.0
6274,28.0,2.0,2.0,2.0,2019.0,4.0,12.0
6275,25.0,3.0,0.0,0.0,2021.0,1.0,11.0
6276,35.0,0.0,0.0,2.0,2020.0,5.0,26.0
6277,32.0,2.0,2.0,0.0,2020.0,5.0,8.0
6278,39.0,2.0,0.0,2.0,2022.0,1.0,6.0
6279,26.0,2.0,1.0,0.0,2022.0,10.0,20.0
6280,38.0,3.0,1.0,2.0,2020.0,10.0,29.0
6281,21.0,0.0,0.0,1.0,2022.0,5.0,30.0
6282,41.0,3.0,2.0,1.0,2021.0,4.0,30.0
6283,35.0,3.0,1.0,1.0,2021.0,4.0,6.0
6284,40.0,0.0,0.0,0.0,2020.0,2.0,20.0
6285,37.0,3.0,1.0,0.0,2022.0,9.0,11.0
6286,29.0,0.0,2.0,0.0,2022.0,10.0,25.0
6287,30.0,2.0,0.0,0.0,2019.0,1.0,27.0
6288,24.0,3.0,1.0,3.0,2019.0,9.0,5.0
6289,33.0,3.0,2.0,1.0,2018.0,9.0,11.0
6290,21.0,3.0,0.0,2.0,2020.0,7.0,30.0
6291,26.0,1.0,0.0,0.0,2021.0,7.0,21.0
6292,37.0,0.0,0.0,1.0,2021.0,10.0,13.0
6293,20.0,0.0,0.0,1.0,2021.0,2.0,28.0
6294,36.0,1.0,1.0,1.0,2022.0,5.0,12.0
6295,35.0,1.0,2.0,2.0,2022.0,4.0,21.0
6296,18.0,0.0,0.0,1.0,2019.0,5.0,5.0
6297,22.0,3.0,0.0,2.0,2022.0,6.0,4.0
6298,36.0,0.0,0.0,0.0,2022.0,3.0,22.0
6299,23.0,1.0,0.0,1.0,2019.0,7.0,16.0
6300,17.0,2.0,2.0,0.0,2020.0,9.0,30.0
6301,18.0,0.0,0.0,0.0,2021.0,3.0,6.0
6302,17.0,1.0,1.0,1.0,2019.0,8.0,21.0
6303,17.0,2.0,2.0,0.0,2022.0,2.0,16.0
6304,17.0,1.0,2.0,0.0,2018.0,7.0,7.0
6305,40.0,3.0,0.0,2.0,2022.0,12.0,16.0
6306,33.0,1.0,2.0,1.0,2022.0,1.0,20.0
6307,22.0,0.0,0.0,2.0,2020.0,10.0,5.0
6308,35.0,3.0,0.0,0.0,2020.0,9.0,22.0
6309,35.0,0.0,2.0,0.0,2018.0,9.0,4.0
6310,16.0,0.0,1.0,1.0,2022.0,7.0,12.0
6311,38.0,2.0,0.0,1.0,2020.0,10.0,11.0
6312,18.0,0.0,0.0,2.0,2022.0,10.0,29.0
6313,29.0,0.0,1.0,2.0,2022.0,10.0,18.0
6314,37.0,1.0,1.0,2.0,2022.0,9.0,19.0
6315,40.0,2.0,0.0,0.0,2022.0,4.0,3.0
6316,34.0,3.0,1.0,3.0,2018.0,6.0,30.0
6317,18.0,0.0,1.0,0.0,2022.0,3.0,1.0
6318,31.0,1.0,2.0,2.0,2022.0,11.0,26.0
6319,38.0,2.0,0.0,3.0,2018.0,4.0,1.0
6320,33.0,2.0,0.0,0.0,2018.0,12.0,11.0
6321,21.0,0.0,2.0,0.0,2018.0,5.0,29.0
6322,20.0,0.0,1.0,2.0,2019.0,6.0,13.0
6323,31.0,3.0,0.0,0.0,2020.0,5.0,17.0
6324,34.0,2.0,2.0,0.0,2018.0,1.0,6.0
6325,37.0,2.0,2.0,0.0,2020.0,2.0,9.0
6326,26.0,3.0,0.0,3.0,2019.0,10.0,1.0
6327,29.0,0.0,1.0,1.0,2020.0,4.0,21.0
6328,18.0,0.0,1.0,1.0,2020.0,1.0,29.0
6329,36.0,2.0,0.0,2.0,2022.0,8.0,24.0
6330,16.0,0.0,2.0,0.0,2019.0,11.0,5.0
6331,30.0,3.0,2.0,1.0,2018.0,1.0,18.0
6332,35.0,0.0,1.0,0.0,2018.0,8.0,6.0
6333,19.0,1.0,2.0,0.0,2021.0,11.0,13.0
6334,25.0,2.0,0.0,2.0,2019.0,1.0,4.0
6335,16.0,2.0,0.0,1.0,2019.0,1.0,17.0
6336,35.0,3.0,2.0,0.0,2019.0,8.0,16.0
6337,35.0,3.0,0.0,3.0,2021.0,1.0,18.0
6338,31.0,2.0,0.0,2.0,2022.0,2.0,11.0
6339,31.0,0.0,1.0,0.0,2021.0,1.0,28.0
6340,31.0,0.0,2.0,1.0,2019.0,5.0,2.0
6341,18.0,1.0,1.0,0.0,2019.0,8.0,3.0
6342,39.0,2.0,2.0,2.0,2020.0,10.0,1.0
6343,40.0,1.0,0.0,0.0,2022.0,2.0,11.0
6344,21.0,2.0,2.0,2.0,2020.0,9.0,1.0
6345,37.0,2.0,1.0,0.0,2019.0,2.0,24.0
6346,41.0,1.0,0.0,1.0,2021.0,5.0,18.0
6347,35.0,0.0,1.0,1.0,2019.0,12.0,20.0
6348,27.0,1.0,0.0,0.0,2022.0,11.0,24.0
6349,36.0,2.0,0.0,0.0,2022.0,11.0,3.0
6350,34.0,2.0,1.0,0.0,2022.0,3.0,14.0
6351,16.0,2.0,2.0,1.0,2022.0,5.0,19.0
6352,39.0,0.0,1.0,0.0,2022.0,8.0,10.0
6353,23.0,1.0,1.0,0.0,2022.0,12.0,15.0
6354,35.0,0.0,0.0,0.0,2019.0,2.0,18.0
6355,40.0,1.0,0.0,2.0,2022.0,3.0,19.0
6356,38.0,0.0,0.0,3.0,2020.0,6.0,26.0
6357,32.0,1.0,0.0,0.0,2019.0,9.0,25.0
6358,37.0,1.0,2.0,0.0,2022.0,7.0,19.0
6359,31.0,2.0,0.0,2.0,2021.0,7.0,30.0
6360,25.0,3.0,0.0,2.0,2019.0,1.0,19.0
6361,28.0,3.0,0.0,0.0,2022.0,4.0,2.0
6362,27.0,1.0,0.0,3.0,2018.0,11.0,12.0
6363,19.0,1.0,2.0,0.0,2020.0,6.0,27.0
6364,18.0,0.0,0.0,0.0,2022.0,2.0,16.0
6365,31.0,2.0,2.0,0.0,2022.0,3.0,25.0
6366,40.0,2.0,2.0,2.0,2022.0,10.0,10.0
6367,39.0,3.0,2.0,3.0,2021.0,6.0,17.0
6368,35.0,0.0,0.0,3.0,2019.0,9.0,22.0
6369,21.0,3.0,0.0,3.0,2019.0,7.0,4.0
6370,24.0,1.0,1.0,0.0,2019.0,8.0,16.0
6371,31.0,1.0,1.0,3.0,2019.0,8.0,7.0
6372,26.0,0.0,1.0,0.0,2020.0,10.0,24.0
6373,25.0,1.0,0.0,0.0,2021.0,7.0,17.0
6374,35.0,1.0,2.0,1.0,2021.0,8.0,18.0
6375,37.0,0.0,0.0,2.0,2019.0,5.0,1.0
6376,36.0,1.0,2.0,0.0,2020.0,9.0,28.0
6377,29.0,0.0,0.0,0.0,2019.0,7.0,3.0
6378,36.0,1.0,2.0,0.0,2022.0,2.0,23.0
6379,39.0,2.0,1.0,0.0,2018.0,10.0,26.0
6380,21.0,2.0,2.0,3.0,2020.0,10.0,23.0
6381,34.0,1.0,2.0,3.0,2022.0,11.0,30.0
6382,28.0,1.0,0.0,0.0,2022.0,4.0,1.0
6383,34.0,1.0,2.0,1.0,2019.0,4.0,23.0
6384,37.0,2.0,1.0,0.0,2022.0,7.0,14.0
6385,21.0,3.0,1.0,0.0,2022.0,11.0,12.0
6386,20.0,0.0,0.0,1.0,2020.0,11.0,16.0
6387,35.0,2.0,0.0,2.0,2019.0,1.0,6.0
6388,20.0,3.0,1.0,2.0,2020.0,7.0,9.0
6389,23.0,0.0,0.0,0.0,2018.0,12.0,30.0
6390,37.0,3.0,1.0,0.0,2020.0,7.0,5.0
6391,35.0,1.0,0.0,2.0,2022.0,1.0,8.0
6392,17.0,1.0,2.0,1.0,2021.0,3.0,7.0
6393,18.0,0.0,0.0,0.0,2018.0,5.0,15.0
6394,32.0,0.0,0.0,0.0,2022.0,7.0,6.0
6395,18.0,2.0,1.0,2.0,2019.0,12.0,25.0
6396,18.0,0.0,2.0,1.0,2019.0,9.0,6.0
6397,17.0,2.0,1.0,3.0,2021.0,11.0,20.0
6398,37.0,2.0,2.0,0.0,2021.0,9.0,2.0
6399,28.0,2.0,0.0,1.0,2020.0,11.0,30.0
6400,19.0,2.0,1.0,0.0,2022.0,9.0,14.0
6401,26.0,2.0,1.0,0.0,2018.0,2.0,10.0
6402,20.0,3.0,1.0,3.0,2022.0,2.0,1.0
6403,30.0,3.0,2.0,1.0,2021.0,5.0,29.0
6404,34.0,3.0,1.0,0.0,2020.0,9.0,27.0
6405,17.0,1.0,1.0,3.0,2020.0,5.0,21.0
6406,36.0,3.0,1.0,0.0,2022.0,6.0,19.0
6407,40.0,0.0,1.0,3.0,2022.0,7.0,13.0
6408,23.0,2.0,1.0,2.0,2022.0,2.0,24.0
6409,20.0,2.0,0.0,0.0,2021.0,1.0,25.0
6410,30.0,1.0,1.0,3.0,2018.0,9.0,28.0
6411,31.0,2.0,2.0,3.0,2019.0,3.0,11.0
6412,24.0,2.0,1.0,1.0,2020.0,6.0,28.0
6413,29.0,1.0,1.0,3.0,2022.0,7.0,5.0
6414,27.0,2.0,2.0,1.0,2020.0,5.0,5.0
6415,36.0,2.0,0.0,1.0,2019.0,7.0,3.0
6416,37.0,2.0,2.0,1.0,2018.0,12.0,22.0
6417,16.0,3.0,0.0,0.0,2022.0,11.0,3.0
6418,35.0,3.0,1.0,1.0,2021.0,12.0,24.0
6419,36.0,2.0,1.0,2.0,2022.0,11.0,22.0
6420,25.0,2.0,1.0,1.0,2020.0,7.0,8.0
6421,21.0,2.0,0.0,1.0,2020.0,8.0,5.0
6422,29.0,3.0,0.0,0.0,2018.0,10.0,15.0
6423,41.0,0.0,0.0,1.0,2020.0,8.0,15.0
6424,19.0,2.0,2.0,1.0,2021.0,3.0,27.0
6425,21.0,0.0,2.0,1.0,2019.0,11.0,2.0
6426,16.0,1.0,1.0,1.0,2020.0,1.0,13.0
6427,22.0,2.0,2.0,0.0,2018.0,9.0,16.0
6428,32.0,0.0,1.0,2.0,2022.0,9.0,14.0
6429,41.0,0.0,1.0,0.0,2021.0,10.0,15.0
6430,31.0,3.0,2.0,0.0,2022.0,3.0,1.0
6431,27.0,2.0,2.0,2.0,2020.0,8.0,5.0
6432,25.0,0.0,0.0,2.0,2021.0,6.0,13.0
6433,19.0,3.0,1.0,2.0,2021.0,1.0,12.0
6434,16.0,1.0,1.0,1.0,2022.0,3.0,22.0
6435,20.0,0.0,0.0,0.0,2020.0,1.0,12.0
6436,20.0,3.0,1.0,0.0,2019.0,5.0,28.0
6437,29.0,0.0,1.0,0.0,2020.0,6.0,28.0
6438,33.0,0.0,1.0,1.0,2020.0,7.0,24.0
6439,27.0,1.0,1.0,0.0,2022.0,4.0,12.0
6440,41.0,2.0,0.0,1.0,2019.0,7.0,5.0
6441,27.0,3.0,0.0,3.0,2019.0,1.0,15.0
6442,18.0,0.0,1.0,2.0,2020.0,6.0,17.0
6443,40.0,2.0,2.0,3.0,2020.0,8.0,9.0
6444,22.0,2.0,1.0,0.0,2021.0,2.0,23.0
6445,18.0,1.0,1.0,0.0,2019.0,8.0,21.0
6446,30.0,1.0,2.0,0.0,2020.0,12.0,23.0
6447,16.0,0.0,2.0,2.0,2022.0,2.0,26.0
6448,36.0,3.0,0.0,2.0,2022.0,2.0,7.0
6449,26.0,0.0,0.0,2.0,2021.0,9.0,13.0
6450,41.0,0.0,2.0,2.0,2021.0,1.0,19.0
6451,30.0,1.0,1.0,3.0,2019.0,4.0,1.0
6452,36.0,3.0,0.0,0.0,2022.0,12.0,9.0
6453,40.0,1.0,2.0,0.0,2018.0,9.0,9.0
6454,31.0,1.0,1.0,3.0,2021.0,5.0,12.0
6455,21.0,0.0,1.0,1.0,2021.0,5.0,17.0
6456,31.0,2.0,1.0,0.0,2021.0,4.0,20.0
6457,28.0,0.0,2.0,2.0,2021.0,9.0,8.0
6458,23.0,1.0,0.0,0.0,2020.0,1.0,28.0
6459,29.0,2.0,0.0,2.0,2018.0,3.0,29.0
6460,21.0,0.0,1.0,0.0,2021.0,8.0,15.0
6461,30.0,0.0,2.0,0.0,2021.0,8.0,28.0
6462,32.0,3.0,0.0,0.0,2021.0,6.0,5.0
6463,34.0,1.0,2.0,2.0,2021.0,8.0,16.0
6464,41.0,2.0,2.0,2.0,2018.0,12.0,5.0
6465,22.0,2.0,1.0,2.0,2021.0,6.0,16.0
6466,19.0,1.0,2.0,1.0,2019.0,10.0,26.0
6467,19.0,1.0,0.0,0.0,2019.0,5.0,1.0
6468,36.0,0.0,0.0,0.0,2019.0,8.0,7.0
6469,32.0,2.0,1.0,0.0,2020.0,1.0,2.0
6470,26.0,1.0,2.0,0.0,2020.0,5.0,6.0
6471,23.0,3.0,2.0,3.0,2018.0,8.0,8.0
6472,16.0,0.0,0.0,0.0,2022.0,12.0,4.0
6473,16.0,0.0,0.0,1.0,2019.0,3.0,16.0
6474,17.0,2.0,2.0,1.0,2021.0,5.0,8.0
6475,16.0,0.0,2.0,0.0,2022.0,7.0,1.0
6476,36.0,3.0,2.0,3.0,2020.0,2.0,30.0
6477,19.0,3.0,2.0,3.0,2021.0,1.0,23.0
6478,39.0,1.0,2.0,2.0,2020.0,3.0,24.0
6479,30.0,2.0,1.0,2.0,2022.0,4.0,28.0
6480,40.0,0.0,2.0,2.0,2019.0,4.0,28.0
6481,34.0,2.0,1.0,0.0,2022.0,7.0,5.0
6482,33.0,0.0,0.0,2.0,2020.0,12.0,28.0
6483,28.0,0.0,0.0,0.0,2019.0,9.0,28.0
6484,28.0,3.0,2.0,1.0,2021.0,4.0,17.0
6485,26.0,2.0,0.0,0.0,2020.0,6.0,8.0
6486,27.0,1.0,0.0,3.0,2022.0,8.0,20.0
6487,33.0,3.0,2.0,1.0,2022.0,5.0,13.0
6488,36.0,0.0,2.0,1.0,2021.0,6.0,11.0
6489,37.0,1.0,2.0,1.0,2020.0,4.0,29.0
6490,38.0,2.0,1.0,2.0,2021.0,11.0,24.0
6491,23.0,3.0,1.0,3.0,2021.0,2.0,25.0
6492,20.0,3.0,2.0,2.0,2019.0,10.0,7.0
6493,17.0,1.0,0.0,1.0,2020.0,4.0,6.0
6494,29.0,2.0,1.0,0.0,2022.0,1.0,27.0
6495,35.0,1.0,1.0,1.0,2020.0,6.0,24.0
6496,17.0,2.0,1.0,0.0,2022.0,5.0,8.0
6497,22.0,2.0,1.0,2.0,2020.0,10.0,6.0
6498,39.0,3.0,1.0,0.0,2021.0,4.0,17.0
6499,38.0,1.0,1.0,3.0,2020.0,6.0,27.0
6500,24.0,3.0,0.0,0.0,2019.0,12.0,19.0
6501,22.0,2.0,0.0,1.0,2022.0,3.0,21.0
6502,29.0,1.0,2.0,2.0,2022.0,6.0,1.0
6503,35.0,3.0,2.0,1.0,2019.0,8.0,27.0
6504,41.0,0.0,2.0,2.0,2020.0,2.0,16.0
6505,31.0,2.0,2.0,0.0,2022.0,7.0,17.0
6506,27.0,0.0,0.0,1.0,2019.0,12.0,3.0
6507,24.0,2.0,1.0,0.0,2018.0,7.0,16.0
6508,34.0,1.0,1.0,2.0,2018.0,11.0,15.0
6509,23.0,0.0,1.0,0.0,2019.0,11.0,6.0
6510,32.0,0.0,0.0,1.0,2019.0,7.0,21.0
6511,27.0,2.0,1.0,1.0,2020.0,1.0,26.0
6512,34.0,1.0,2.0,2.0,2020.0,8.0,13.0
6513,32.0,3.0,0.0,1.0,2022.0,8.0,12.0
6514,27.0,2.0,1.0,0.0,2022.0,11.0,27.0
6515,34.0,3.0,2.0,2.0,2022.0,4.0,24.0
6516,36.0,3.0,0.0,1.0,2022.0,8.0,11.0
6517,41.0,0.0,1.0,2.0,2021.0,12.0,12.0
6518,17.0,3.0,0.0,3.0,2019.0,3.0,13.0
6519,29.0,0.0,1.0,2.0,2020.0,12.0,28.0
6520,35.0,0.0,2.0,3.0,2021.0,2.0,4.0
6521,18.0,2.0,1.0,2.0,2020.0,7.0,2.0
6522,38.0,0.0,2.0,1.0,2020.0,3.0,6.0
6523,19.0,1.0,1.0,0.0,2020.0,12.0,19.0
6524,16.0,2.0,2.0,0.0,2021.0,9.0,17.0
6525,18.0,0.0,2.0,3.0,2020.0,3.0,24.0
6526,29.0,0.0,2.0,2.0,2020.0,1.0,4.0
6527,21.0,0.0,0.0,1.0,2021.0,8.0,2.0
6528,28.0,3.0,0.0,0.0,2018.0,11.0,5.0
6529,17.0,1.0,2.0,1.0,2019.0,3.0,28.0
6530,18.0,3.0,0.0,0.0,2020.0,8.0,28.0
6531,17.0,3.0,1.0,3.0,2022.0,10.0,10.0
6532,31.0,1.0,2.0,2.0,2022.0,9.0,17.0
6533,35.0,0.0,1.0,1.0,2022.0,7.0,2.0
6534,34.0,3.0,1.0,3.0,2022.0,11.0,30.0
6535,33.0,3.0,2.0,2.0,2018.0,6.0,30.0
6536,28.0,1.0,0.0,1.0,2020.0,10.0,20.0
6537,19.0,3.0,0.0,3.0,2020.0,9.0,29.0
6538,41.0,3.0,1.0,0.0,2021.0,4.0,3.0
6539,41.0,3.0,2.0,0.0,2021.0,11.0,11.0
6540,25.0,1.0,1.0,3.0,2020.0,5.0,2.0
6541,33.0,0.0,1.0,2.0,2020.0,5.0,15.0
6542,32.0,1.0,2.0,1.0,2021.0,1.0,23.0
6543,23.0,2.0,1.0,0.0,2018.0,12.0,15.0
6544,36.0,3.0,0.0,2.0,2020.0,4.0,17.0
6545,29.0,0.0,1.0,2.0,2020.0,2.0,12.0
6546,20.0,3.0,2.0,1.0,2018.0,4.0,10.0
6547,25.0,1.0,2.0,2.0,2022.0,12.0,30.0
6548,31.0,3.0,0.0,0.0,2019.0,7.0,10.0
6549,19.0,3.0,2.0,1.0,2022.0,6.0,1.0
6550,28.0,0.0,2.0,3.0,2021.0,9.0,6.0
6551,25.0,2.0,2.0,2.0,2021.0,5.0,6.0
6552,16.0,0.0,0.0,0.0,2020.0,10.0,29.0
6553,26.0,0.0,2.0,0.0,2021.0,4.0,24.0
6554,35.0,1.0,2.0,0.0,2022.0,7.0,6.0
6555,32.0,1.0,2.0,1.0,2020.0,5.0,19.0
6556,33.0,2.0,2.0,0.0,2020.0,11.0,22.0
6557,28.0,0.0,2.0,0.0,2019.0,10.0,4.0
6558,24.0,1.0,2.0,2.0,2022.0,8.0,15.0
6559,27.0,1.0,0.0,3.0,2021.0,6.0,20.0
6560,25.0,0.0,2.0,3.0,2022.0,8.0,19.0
6561,28.0,2.0,2.0,0.0,2018.0,8.0,23.0
6562,18.0,3.0,1.0,1.0,2021.0,3.0,27.0
6563,40.0,1.0,1.0,3.0,2021.0,3.0,4.0
6564,33.0,3.0,1.0,2.0,2022.0,8.0,27.0
6565,37.0,2.0,1.0,0.0,2019.0,10.0,14.0
6566,38.0,3.0,2.0,0.0,2020.0,10.0,4.0
6567,28.0,2.0,2.0,0.0,2020.0,12.0,23.0
6568,31.0,0.0,2.0,0.0,2022.0,10.0,2.0
6569,21.0,3.0,1.0,1.0,2019.0,3.0,27.0
6570,19.0,0.0,2.0,1.0,2021.0,6.0,23.0
6571,36.0,2.0,2.0,3.0,2022.0,9.0,13.0
6572,26.0,3.0,1.0,1.0,2022.0,6.0,7.0
6573,38.0,3.0,0.0,2.0,2019.0,1.0,29.0
6574,26.0,0.0,0.0,0.0,2018.0,7.0,22.0
6575,22.0,1.0,1.0,0.0,2021.0,7.0,29.0
6576,19.0,0.0,0.0,2.0,2022.0,11.0,21.0
6577,19.0,3.0,1.0,2.0,2018.0,1.0,20.0
6578,27.0,2.0,1.0,1.0,2020.0,9.0,14.0
6579,38.0,1.0,2.0,0.0,2021.0,1.0,1.0
6580,40.0,1.0,0.0,0.0,2021.0,10.0,17.0
6581,17.0,2.0,2.0,0.0,2021.0,3.0,24.0
6582,31.0,3.0,0.0,3.0,2022.0,7.0,18.0
6583,32.0,0.0,0.0,1.0,2019.0,4.0,19.0
6584,36.0,1.0,0.0,0.0,2020.0,10.0,13.0
6585,16.0,1.0,0.0,0.0,2022.0,5.0,9.0
6586,19.0,1.0,2.0,0.0,2022.0,6.0,30.0
6587,33.0,2.0,1.0,2.0,2018.0,12.0,7.0
6588,17.0,2.0,0.0,2.0,2022.0,3.0,13.0
6589,36.0,2.0,0.0,0.0,2018.0,8.0,4.0
6590,41.0,0.0,2.0,1.0,2022.0,1.0,22.0
6591,24.0,3.0,2.0,2.0,2020.0,6.0,23.0
6592,19.0,0.0,1.0,1.0,2022.0,8.0,15.0
6593,20.0,3.0,1.0,3.0,2022.0,1.0,3.0
6594,40.0,2.0,2.0,1.0,2019.0,11.0,20.0
6595,36.0,2.0,0.0,2.0,2021.0,8.0,11.0
6596,35.0,1.0,0.0,0.0,2019.0,8.0,27.0
6597,18.0,3.0,1.0,0.0,2021.0,4.0,27.0
6598,26.0,3.0,0.0,3.0,2020.0,1.0,16.0
6599,33.0,2.0,1.0,0.0,2021.0,3.0,28.0
6600,32.0,1.0,1.0,1.0,2021.0,11.0,8.0
6601,34.0,1.0,0.0,3.0,2019.0,8.0,25.0
6602,34.0,1.0,1.0,1.0,2019.0,1.0,13.0
6603,38.0,1.0,1.0,0.0,2022.0,7.0,10.0
6604,41.0,1.0,2.0,1.0,2022.0,2.0,4.0
6605,32.0,2.0,0.0,0.0,2022.0,5.0,3.0
6606,35.0,3.0,1.0,1.0,2020.0,5.0,9.0
6607,16.0,0.0,2.0,0.0,2019.0,4.0,7.0
6608,35.0,0.0,0.0,0.0,2019.0,5.0,14.0
6609,21.0,0.0,2.0,0.0,2018.0,1.0,27.0
6610,23.0,1.0,0.0,0.0,2021.0,5.0,26.0
6611,21.0,0.0,2.0,3.0,2022.0,1.0,17.0
6612,22.0,1.0,1.0,2.0,2022.0,1.0,1.0
6613,35.0,1.0,1.0,1.0,2020.0,5.0,15.0
6614,40.0,0.0,1.0,3.0,2022.0,6.0,8.0
6615,36.0,0.0,1.0,1.0,2020.0,7.0,30.0
6616,18.0,0.0,1.0,3.0,2021.0,7.0,13.0
